Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,CarInsurance,CallDuration,age_group,LastContactDayGroup,LastContactMonth_Number,NoOfContactsGroup,CallDurationGroup
1909,60,retired,married,primary,0,37,0,0,cellular,18,jun,3,-1,0,0,754,51-60 Years,Middle of Month,6,1 - 10 times,Above Average CallDuration
1910,37,technician,single,secondary,0,884,1,1,cellular,31,jul,2,-1,0,0,128,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1911,35,technician,single,secondary,0,225,1,0,cellular,18,may,5,-1,0,0,7,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1912,30,admin.,married,secondary,0,873,1,0,cellular,29,may,3,-1,0,1,792,21-30 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1913,41,technician,single,secondary,0,454,1,0,cellular,4,jun,2,-1,0,0,267,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1914,58,admin.,divorced,secondary,0,3337,1,0,telephone,8,oct,2,690,3,1,369,51-60 Years,Beginning of Month,10,1 - 10 times,Above Average CallDuration
1915,34,management,married,tertiary,0,3696,0,0,cellular,8,apr,2,160,5,1,758,31-40 Years,Beginning of Month,4,1 - 10 times,Above Average CallDuration
1916,60,admin.,married,secondary,0,106,0,0,cellular,24,feb,1,187,4,1,137,51-60 Years,End of Month,2,One times,Below Average CallDuration
1917,37,technician,married,secondary,0,-254,1,1,cellular,6,feb,3,254,2,0,121,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1918,34,blue-collar,married,secondary,0,262,0,0,cellular,1,jun,1,-1,0,1,339,31-40 Years,Beginning of Month,6,One times,Below Average CallDuration
1919,40,management,single,tertiary,0,171,0,0,cellular,19,aug,3,-1,0,0,1241,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
1920,27,services,married,secondary,0,58,1,0,cellular,7,may,1,337,2,0,113,21-30 Years,Beginning of Month,5,One times,Below Average CallDuration
1921,52,technician,married,secondary,0,196,1,1,cellular,24,feb,1,273,3,0,116,51-60 Years,End of Month,2,One times,Below Average CallDuration
1922,59,retired,divorced,tertiary,0,381,1,0,cellular,8,may,4,-1,0,0,422,51-60 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1923,41,blue-collar,married,secondary,0,59,1,0,cellular,15,may,8,-1,0,0,75,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1924,41,management,married,tertiary,0,2885,0,0,cellular,19,nov,1,-1,0,0,40,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
1925,37,unemployed,single,tertiary,0,1291,0,0,cellular,5,aug,1,97,2,1,150,31-40 Years,Beginning of Month,8,One times,Below Average CallDuration
1926,37,blue-collar,single,secondary,0,1120,0,0,cellular,16,jun,3,-1,0,0,187,31-40 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1927,33,technician,single,tertiary,0,149,1,0,cellular,19,nov,2,182,1,1,424,31-40 Years,Middle of Month,11,1 - 10 times,Above Average CallDuration
1928,37,admin.,single,secondary,0,1003,0,0,cellular,9,jul,3,-1,0,0,259,31-40 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
1929,56,entrepreneur,married,secondary,0,5838,0,0,cellular,2,feb,2,230,2,0,116,51-60 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1930,31,admin.,married,secondary,0,23,0,0,cellular,14,jul,3,-1,0,0,77,31-40 Years,Middle of Month,7,1 - 10 times,Below Average CallDuration
1931,35,services,married,secondary,0,372,1,0,cellular,17,apr,2,280,1,0,202,31-40 Years,Middle of Month,4,1 - 10 times,Below Average CallDuration
1932,26,management,single,tertiary,0,1094,1,0,cellular,8,sep,1,-1,0,1,137,21-30 Years,Beginning of Month,9,One times,Below Average CallDuration
1933,29,blue-collar,single,secondary,0,314,1,0,cellular,9,apr,1,316,2,0,161,21-30 Years,Beginning of Month,4,One times,Below Average CallDuration
1934,31,technician,married,secondary,1,-367,1,0,cellular,18,jul,2,-1,0,1,474,31-40 Years,Middle of Month,7,1 - 10 times,Above Average CallDuration
1935,57,services,married,primary,0,2893,0,0,cellular,8,aug,2,-1,0,0,207,51-60 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1936,27,technician,married,secondary,0,-302,1,0,cellular,12,may,3,-1,0,0,66,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1937,28,unemployed,single,primary,0,236,0,0,cellular,4,may,1,87,3,1,193,21-30 Years,Beginning of Month,5,One times,Below Average CallDuration
1938,52,blue-collar,single,primary,0,1837,1,0,cellular,21,nov,1,-1,0,0,217,51-60 Years,Middle of Month,11,One times,Below Average CallDuration
1939,42,management,married,tertiary,0,157,1,1,cellular,28,jan,1,-1,0,0,136,41-50 Years,End of Month,1,One times,Below Average CallDuration
1940,42,management,single,tertiary,0,196,1,0,cellular,12,may,3,-1,0,0,325,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1941,41,services,married,secondary,0,146,1,1,cellular,3,jun,1,-1,0,0,199,41-50 Years,Beginning of Month,6,One times,Below Average CallDuration
1942,46,management,married,tertiary,0,273,1,0,cellular,10,may,6,53,6,1,583,41-50 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1943,47,blue-collar,married,secondary,0,0,1,1,cellular,19,nov,1,-1,0,0,196,41-50 Years,Middle of Month,11,One times,Below Average CallDuration
1944,37,management,single,tertiary,0,411,1,1,cellular,17,nov,1,-1,0,0,142,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
1945,51,admin.,single,secondary,0,895,0,0,cellular,23,jul,2,-1,0,1,638,51-60 Years,End of Month,7,1 - 10 times,Above Average CallDuration
1946,54,management,married,primary,0,3185,1,1,cellular,7,may,1,-1,0,0,187,51-60 Years,Beginning of Month,5,One times,Below Average CallDuration
1947,30,unemployed,single,tertiary,0,1159,0,0,telephone,5,jun,1,-1,0,1,366,21-30 Years,Beginning of Month,6,One times,Above Average CallDuration
1948,33,management,married,tertiary,0,2750,0,0,cellular,5,feb,1,-1,0,0,242,31-40 Years,Beginning of Month,2,One times,Below Average CallDuration
1949,30,admin.,single,secondary,0,1018,1,0,cellular,29,jan,1,-1,0,0,58,21-30 Years,End of Month,1,One times,Below Average CallDuration
1950,32,admin.,married,secondary,0,0,1,0,cellular,30,jul,5,-1,0,0,71,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1951,54,services,single,secondary,0,0,0,0,cellular,23,sep,1,-1,0,1,209,51-60 Years,End of Month,9,One times,Below Average CallDuration
1952,39,management,married,tertiary,0,2939,0,0,cellular,15,jan,2,-1,0,1,348,31-40 Years,Middle of Month,1,1 - 10 times,Below Average CallDuration
1953,52,blue-collar,married,tertiary,0,297,1,0,cellular,7,may,1,-1,0,0,55,51-60 Years,Beginning of Month,5,One times,Below Average CallDuration
1954,80,housemaid,married,primary,0,0,0,0,cellular,23,feb,1,189,1,1,639,>61 Years,End of Month,2,One times,Above Average CallDuration
1955,33,technician,single,secondary,0,2583,0,0,cellular,6,feb,1,-1,0,0,129,31-40 Years,Beginning of Month,2,One times,Below Average CallDuration
1956,34,blue-collar,married,secondary,0,8558,1,0,cellular,2,jun,2,-1,0,0,466,31-40 Years,Beginning of Month,6,1 - 10 times,Above Average CallDuration
1957,35,admin.,divorced,secondary,0,0,1,0,cellular,7,may,2,-1,0,0,262,31-40 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1958,84,retired,divorced,primary,0,639,0,0,telephone,18,may,3,-1,0,1,353,>61 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
1959,31,housemaid,married,secondary,0,243,1,0,cellular,23,sep,2,842,1,1,305,31-40 Years,End of Month,9,1 - 10 times,Below Average CallDuration
1960,59,retired,married,primary,0,-411,0,0,cellular,29,jan,1,-1,0,0,225,51-60 Years,End of Month,1,One times,Below Average CallDuration
1961,39,technician,married,secondary,0,603,0,1,cellular,15,apr,1,-1,0,1,214,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
1962,59,self-employed,married,primary,0,671,1,0,cellular,15,may,2,332,3,0,57,51-60 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1963,28,management,single,tertiary,0,9314,0,0,cellular,2,jul,2,-1,0,1,276,21-30 Years,Beginning of Month,7,1 - 10 times,Below Average CallDuration
1964,47,blue-collar,married,secondary,0,947,0,1,cellular,29,aug,17,-1,0,0,24,41-50 Years,End of Month,8,10 - 20 times,Below Average CallDuration
1965,34,management,single,tertiary,0,757,0,0,cellular,18,aug,4,-1,0,0,37,31-40 Years,Middle of Month,8,1 - 10 times,Below Average CallDuration
1966,33,technician,married,secondary,0,221,1,0,cellular,13,may,1,355,4,1,669,31-40 Years,Middle of Month,5,One times,Above Average CallDuration
1967,28,blue-collar,married,secondary,0,86,1,1,cellular,15,may,1,-1,0,0,918,21-30 Years,Middle of Month,5,One times,Above Average CallDuration
1968,72,retired,married,primary,0,763,0,0,cellular,24,apr,2,-1,0,1,384,>61 Years,End of Month,4,1 - 10 times,Above Average CallDuration
1969,34,management,divorced,tertiary,0,2240,0,0,cellular,8,sep,2,184,3,1,220,31-40 Years,Beginning of Month,9,1 - 10 times,Below Average CallDuration
1970,35,technician,single,secondary,0,1227,0,0,cellular,18,mar,4,90,6,1,593,31-40 Years,Middle of Month,3,1 - 10 times,Above Average CallDuration
1971,69,retired,married,secondary,0,426,0,0,telephone,9,dec,1,-1,0,1,395,>61 Years,Beginning of Month,12,One times,Above Average CallDuration
1972,63,retired,married,primary,0,48,0,0,cellular,9,jun,1,-1,0,1,251,>61 Years,Beginning of Month,6,One times,Below Average CallDuration
1973,27,services,single,secondary,0,-195,1,0,cellular,18,may,1,-1,0,1,391,21-30 Years,Middle of Month,5,One times,Above Average CallDuration
1974,29,management,married,tertiary,0,199,1,1,cellular,7,may,4,-1,0,1,1689,21-30 Years,Beginning of Month,5,1 - 10 times,Above Average CallDuration
1975,39,management,married,tertiary,0,271,1,0,cellular,12,aug,1,-1,0,1,1344,31-40 Years,Middle of Month,8,One times,Above Average CallDuration
1976,46,blue-collar,married,secondary,0,-27,1,0,cellular,11,may,1,-1,0,0,254,41-50 Years,Beginning of Month,5,One times,Below Average CallDuration
1977,41,services,married,secondary,0,33,1,1,cellular,27,may,1,-1,0,0,82,41-50 Years,End of Month,5,One times,Below Average CallDuration
1978,36,entrepreneur,single,secondary,0,475,0,0,cellular,25,jul,3,-1,0,0,141,31-40 Years,End of Month,7,1 - 10 times,Below Average CallDuration
1979,49,management,single,tertiary,0,2226,0,0,cellular,17,jun,3,-1,0,0,138,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
1980,43,services,single,secondary,0,848,0,0,cellular,5,jun,2,-1,0,0,168,41-50 Years,Beginning of Month,6,1 - 10 times,Below Average CallDuration
1981,48,blue-collar,married,primary,0,278,1,0,cellular,5,may,2,-1,0,0,125,41-50 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
1982,27,technician,single,tertiary,0,401,0,0,cellular,6,aug,3,93,2,1,218,21-30 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
1983,26,blue-collar,married,primary,0,-219,1,1,cellular,15,may,5,-1,0,0,311,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1984,38,technician,married,secondary,0,226,1,0,cellular,30,may,3,-1,0,1,762,31-40 Years,End of Month,5,1 - 10 times,Above Average CallDuration
1985,33,technician,single,secondary,0,2085,0,0,cellular,9,feb,2,-1,0,1,501,31-40 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1986,29,management,single,tertiary,0,4694,0,0,cellular,15,jun,1,-1,0,0,181,21-30 Years,Middle of Month,6,One times,Below Average CallDuration
1987,54,services,divorced,secondary,0,0,0,0,cellular,1,jun,1,81,2,1,174,51-60 Years,Beginning of Month,6,One times,Below Average CallDuration
1988,49,entrepreneur,married,tertiary,0,313,1,0,cellular,17,nov,2,188,2,0,42,41-50 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
1989,35,unemployed,married,secondary,0,330,0,0,cellular,30,jan,4,-1,0,0,645,31-40 Years,End of Month,1,1 - 10 times,Above Average CallDuration
1990,40,technician,married,secondary,0,1159,0,0,telephone,21,oct,1,-1,0,0,19,31-40 Years,Middle of Month,10,One times,Below Average CallDuration
1991,50,admin.,married,secondary,0,4117,0,0,cellular,21,nov,1,-1,0,1,530,41-50 Years,Middle of Month,11,One times,Above Average CallDuration
1992,59,housemaid,divorced,primary,1,0,0,1,cellular,25,jul,2,-1,0,0,1368,51-60 Years,End of Month,7,1 - 10 times,Above Average CallDuration
1993,36,unemployed,married,secondary,0,439,1,0,telephone,6,feb,6,-1,0,0,18,31-40 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1994,41,management,single,tertiary,0,2408,0,0,cellular,29,aug,2,-1,0,0,122,41-50 Years,End of Month,8,1 - 10 times,Below Average CallDuration
1995,48,blue-collar,single,primary,0,8990,0,0,telephone,2,feb,2,-1,0,1,1790,41-50 Years,Beginning of Month,2,1 - 10 times,Above Average CallDuration
1996,25,student,single,secondary,0,2354,0,0,cellular,5,feb,7,-1,0,1,226,21-30 Years,Beginning of Month,2,1 - 10 times,Below Average CallDuration
1997,35,technician,married,secondary,0,1577,1,1,cellular,17,nov,1,-1,0,0,53,31-40 Years,Middle of Month,11,One times,Below Average CallDuration
1998,39,technician,married,secondary,0,6,1,0,cellular,18,may,3,357,4,0,122,31-40 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
1999,55,technician,single,secondary,0,11,0,0,cellular,20,jun,2,-1,0,0,14,51-60 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2000,27,management,single,secondary,0,565,1,0,cellular,18,may,2,346,11,0,170,21-30 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
2001,57,blue-collar,married,primary,0,4073,0,0,cellular,17,jun,3,-1,0,0,193,51-60 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2002,28,admin.,single,secondary,0,0,1,1,cellular,18,may,5,-1,0,1,390,21-30 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
2003,35,management,single,tertiary,0,688,0,0,cellular,2,feb,1,-1,0,0,504,31-40 Years,Beginning of Month,2,One times,Above Average CallDuration
2004,54,technician,married,secondary,0,7252,0,0,cellular,23,may,2,-1,0,0,139,51-60 Years,End of Month,5,1 - 10 times,Below Average CallDuration
2005,27,technician,single,secondary,0,204,0,0,cellular,28,jul,2,-1,0,1,471,21-30 Years,End of Month,7,1 - 10 times,Above Average CallDuration
2006,31,technician,married,secondary,0,297,0,0,cellular,19,aug,4,-1,0,0,551,31-40 Years,Middle of Month,8,1 - 10 times,Above Average CallDuration
2007,56,admin.,married,secondary,0,45,0,0,cellular,5,may,1,-1,0,1,1467,51-60 Years,Beginning of Month,5,One times,Above Average CallDuration
2008,42,blue-collar,married,primary,0,1673,1,0,cellular,17,apr,3,-1,0,1,636,41-50 Years,Middle of Month,4,1 - 10 times,Above Average CallDuration
2009,31,blue-collar,single,secondary,0,813,1,0,cellular,20,jun,18,-1,0,0,16,31-40 Years,Middle of Month,6,10 - 20 times,Below Average CallDuration
2010,56,admin.,married,secondary,0,1270,1,0,cellular,17,nov,2,165,2,0,80,51-60 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
2011,45,blue-collar,married,primary,0,101,1,0,cellular,12,may,5,-1,0,1,460,41-50 Years,Middle of Month,5,1 - 10 times,Above Average CallDuration
2012,39,admin.,married,secondary,0,168,0,0,cellular,6,oct,1,-1,0,0,96,31-40 Years,Beginning of Month,10,One times,Below Average CallDuration
2013,32,admin.,married,secondary,0,1785,1,0,cellular,18,nov,2,154,6,0,51,31-40 Years,Middle of Month,11,1 - 10 times,Below Average CallDuration
2014,21,student,single,secondary,0,215,0,0,cellular,24,may,1,89,7,1,382,21-30 Years,End of Month,5,One times,Above Average CallDuration
2015,47,management,single,tertiary,0,-295,0,1,cellular,22,jul,2,-1,0,0,333,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
2016,29,services,single,secondary,0,487,1,1,cellular,9,may,2,-1,0,0,176,21-30 Years,Beginning of Month,5,1 - 10 times,Below Average CallDuration
2017,40,technician,married,secondary,0,581,1,0,cellular,8,aug,2,-1,0,0,258,31-40 Years,Beginning of Month,8,1 - 10 times,Below Average CallDuration
2018,45,management,single,tertiary,0,0,0,0,cellular,12,may,2,-1,0,0,55,41-50 Years,Middle of Month,5,1 - 10 times,Below Average CallDuration
2019,28,technician,single,tertiary,0,-214,1,0,cellular,29,jan,2,262,3,0,228,21-30 Years,End of Month,1,1 - 10 times,Below Average CallDuration
2020,50,management,married,tertiary,0,89,0,0,cellular,20,jun,2,-1,0,0,35,41-50 Years,Middle of Month,6,1 - 10 times,Below Average CallDuration
2021,26,management,single,tertiary,0,362,0,0,cellular,15,sep,1,104,2,1,925,21-30 Years,Middle of Month,9,One times,Above Average CallDuration
2022,31,blue-collar,single,secondary,0,5607,0,0,cellular,20,may,1,-1,0,0,261,31-40 Years,Middle of Month,5,One times,Below Average CallDuration
2023,33,blue-collar,married,secondary,0,0,1,0,cellular,24,jul,1,-1,0,0,208,31-40 Years,End of Month,7,One times,Below Average CallDuration
2024,33,services,single,tertiary,0,395,1,0,cellular,23,jul,6,-1,0,1,1359,31-40 Years,End of Month,7,1 - 10 times,Above Average CallDuration
2025,32,technician,married,secondary,0,1214,1,0,cellular,20,apr,1,-1,0,0,53,31-40 Years,Middle of Month,4,One times,Below Average CallDuration
2026,35,admin.,single,tertiary,0,5007,1,0,cellular,13,aug,1,112,2,0,73,31-40 Years,Middle of Month,8,One times,Below Average CallDuration
2027,40,blue-collar,married,secondary,0,326,1,1,cellular,7,jul,1,-1,0,0,112,31-40 Years,Beginning of Month,7,One times,Below Average CallDuration
2028,27,blue-collar,single,secondary,1,-27,0,0,cellular,23,jun,2,-1,0,1,498,21-30 Years,End of Month,6,1 - 10 times,Above Average CallDuration
2029,30,management,single,tertiary,0,2,1,1,cellular,25,jul,8,-1,0,1,1031,21-30 Years,End of Month,7,1 - 10 times,Above Average CallDuration
2030,79,retired,married,primary,0,3025,0,0,cellular,11,dec,3,126,3,1,166,>61 Years,Beginning of Month,12,1 - 10 times,Below Average CallDuration
2031,21,student,single,secondary,0,123,0,0,telephone,12,feb,5,93,2,1,379,21-30 Years,Middle of Month,2,1 - 10 times,Above Average CallDuration
2032,50,admin.,divorced,secondary,0,175,0,0,cellular,22,jul,3,-1,0,0,112,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
2033,44,management,married,secondary,0,722,1,0,telephone,22,jul,2,-1,0,0,269,41-50 Years,End of Month,7,1 - 10 times,Below Average CallDuration
2034,33,admin.,married,secondary,1,-675,1,0,cellular,28,may,2,-1,0,0,245,31-40 Years,End of Month,5,1 - 10 times,Below Average CallDuration
